Time,Run,Score,Model,RCP,Prescription
0,run1,800490033.2,MRI-CGCM3_RCP85,RCP85,Transition
0,run2,800490033.2,MRI-CGCM3_RCP85,RCP85,Transition
0,run3,800490033.2,MRI-CGCM3_RCP85,RCP85,Transition
0,run4,800490033.2,MRI-CGCM3_RCP85,RCP85,Transition
0,run5,800490033.2,MRI-CGCM3_RCP85,RCP85,Transition
10,run1,651072330.8,MRI-CGCM3_RCP85,RCP85,Transition
10,run2,650955692.7,MRI-CGCM3_RCP85,RCP85,Transition
10,run3,651444582,MRI-CGCM3_RCP85,RCP85,Transition
10,run4,650639022.7,MRI-CGCM3_RCP85,RCP85,Transition
10,run5,651341668.9,MRI-CGCM3_RCP85,RCP85,Transition
20,run1,669547273.2,MRI-CGCM3_RCP85,RCP85,Transition
20,run2,670181981.7,MRI-CGCM3_RCP85,RCP85,Transition
20,run3,669573043.4,MRI-CGCM3_RCP85,RCP85,Transition
20,run4,670493212,MRI-CGCM3_RCP85,RCP85,Transition
20,run5,669933924.2,MRI-CGCM3_RCP85,RCP85,Transition
30,run1,685251406.9,MRI-CGCM3_RCP85,RCP85,Transition
30,run2,683591744.2,MRI-CGCM3_RCP85,RCP85,Transition
30,run3,682108067.6,MRI-CGCM3_RCP85,RCP85,Transition
30,run4,683511585.4,MRI-CGCM3_RCP85,RCP85,Transition
30,run5,685044432.7,MRI-CGCM3_RCP85,RCP85,Transition
40,run1,637799002.5,MRI-CGCM3_RCP85,RCP85,Transition
40,run2,641120171,MRI-CGCM3_RCP85,RCP85,Transition
40,run3,637904019.5,MRI-CGCM3_RCP85,RCP85,Transition
40,run4,636430835,MRI-CGCM3_RCP85,RCP85,Transition
40,run5,638929892.5,MRI-CGCM3_RCP85,RCP85,Transition
50,run1,735412010,MRI-CGCM3_RCP85,RCP85,Transition
50,run2,734445796.1,MRI-CGCM3_RCP85,RCP85,Transition
50,run3,733249519,MRI-CGCM3_RCP85,RCP85,Transition
50,run4,732184275.2,MRI-CGCM3_RCP85,RCP85,Transition
50,run5,733723182.8,MRI-CGCM3_RCP85,RCP85,Transition
60,run1,835910790.7,MRI-CGCM3_RCP85,RCP85,Transition
60,run2,836134117.6,MRI-CGCM3_RCP85,RCP85,Transition
60,run3,832214930.7,MRI-CGCM3_RCP85,RCP85,Transition
60,run4,834486178.1,MRI-CGCM3_RCP85,RCP85,Transition
60,run5,833069191,MRI-CGCM3_RCP85,RCP85,Transition
70,run1,960997493.6,MRI-CGCM3_RCP85,RCP85,Transition
70,run2,962810651.1,MRI-CGCM3_RCP85,RCP85,Transition
70,run3,960234723.3,MRI-CGCM3_RCP85,RCP85,Transition
70,run4,961547725.9,MRI-CGCM3_RCP85,RCP85,Transition
70,run5,961272800.2,MRI-CGCM3_RCP85,RCP85,Transition
80,run1,1153981483,MRI-CGCM3_RCP85,RCP85,Transition
80,run2,1156691710,MRI-CGCM3_RCP85,RCP85,Transition
80,run3,1153073993,MRI-CGCM3_RCP85,RCP85,Transition
80,run4,1154996242,MRI-CGCM3_RCP85,RCP85,Transition
80,run5,1154495151,MRI-CGCM3_RCP85,RCP85,Transition
