Run,Time,H,Model,RCP,Prescription
run1,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Resistance
run1,10,1.708198676,MRI-CGCM3_RCP45,RCP45,Resistance
run1,20,1.701050176,MRI-CGCM3_RCP45,RCP45,Resistance
run1,30,1.648754953,MRI-CGCM3_RCP45,RCP45,Resistance
run1,40,1.589066577,MRI-CGCM3_RCP45,RCP45,Resistance
run1,50,1.664305035,MRI-CGCM3_RCP45,RCP45,Resistance
run1,60,1.653597419,MRI-CGCM3_RCP45,RCP45,Resistance
run1,70,1.657012454,MRI-CGCM3_RCP45,RCP45,Resistance
run1,80,1.647602424,MRI-CGCM3_RCP45,RCP45,Resistance
run2,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Resistance
run2,10,1.708177245,MRI-CGCM3_RCP45,RCP45,Resistance
run2,20,1.70122017,MRI-CGCM3_RCP45,RCP45,Resistance
run2,30,1.649458494,MRI-CGCM3_RCP45,RCP45,Resistance
run2,40,1.588051746,MRI-CGCM3_RCP45,RCP45,Resistance
run2,50,1.663596136,MRI-CGCM3_RCP45,RCP45,Resistance
run2,60,1.652689152,MRI-CGCM3_RCP45,RCP45,Resistance
run2,70,1.655840864,MRI-CGCM3_RCP45,RCP45,Resistance
run2,80,1.64640022,MRI-CGCM3_RCP45,RCP45,Resistance
run3,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Resistance
run3,10,1.708191741,MRI-CGCM3_RCP45,RCP45,Resistance
run3,20,1.701153699,MRI-CGCM3_RCP45,RCP45,Resistance
run3,30,1.648610635,MRI-CGCM3_RCP45,RCP45,Resistance
run3,40,1.588662823,MRI-CGCM3_RCP45,RCP45,Resistance
run3,50,1.66425319,MRI-CGCM3_RCP45,RCP45,Resistance
run3,60,1.653454252,MRI-CGCM3_RCP45,RCP45,Resistance
run3,70,1.656807659,MRI-CGCM3_RCP45,RCP45,Resistance
run3,80,1.646602527,MRI-CGCM3_RCP45,RCP45,Resistance
run4,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Resistance
run4,10,1.708120778,MRI-CGCM3_RCP45,RCP45,Resistance
run4,20,1.701194661,MRI-CGCM3_RCP45,RCP45,Resistance
run4,30,1.64958548,MRI-CGCM3_RCP45,RCP45,Resistance
run4,40,1.589803678,MRI-CGCM3_RCP45,RCP45,Resistance
run4,50,1.665627134,MRI-CGCM3_RCP45,RCP45,Resistance
run4,60,1.654963852,MRI-CGCM3_RCP45,RCP45,Resistance
run4,70,1.657438511,MRI-CGCM3_RCP45,RCP45,Resistance
run4,80,1.647343174,MRI-CGCM3_RCP45,RCP45,Resistance
run5,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Resistance
run5,10,1.708323293,MRI-CGCM3_RCP45,RCP45,Resistance
run5,20,1.701333814,MRI-CGCM3_RCP45,RCP45,Resistance
run5,30,1.649104363,MRI-CGCM3_RCP45,RCP45,Resistance
run5,40,1.587883854,MRI-CGCM3_RCP45,RCP45,Resistance
run5,50,1.663295869,MRI-CGCM3_RCP45,RCP45,Resistance
run5,60,1.652606293,MRI-CGCM3_RCP45,RCP45,Resistance
run5,70,1.655372536,MRI-CGCM3_RCP45,RCP45,Resistance
run5,80,1.646265002,MRI-CGCM3_RCP45,RCP45,Resistance
