Run,Time,H,Model,RCP,Prescription
run1,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Transition
run1,10,1.689876495,MRI-CGCM3_RCP45,RCP45,Transition
run1,20,1.666706643,MRI-CGCM3_RCP45,RCP45,Transition
run1,30,1.638116832,MRI-CGCM3_RCP45,RCP45,Transition
run1,40,1.597217756,MRI-CGCM3_RCP45,RCP45,Transition
run1,50,1.63422131,MRI-CGCM3_RCP45,RCP45,Transition
run1,60,1.678621269,MRI-CGCM3_RCP45,RCP45,Transition
run1,70,1.742436198,MRI-CGCM3_RCP45,RCP45,Transition
run1,80,1.799882475,MRI-CGCM3_RCP45,RCP45,Transition
run2,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Transition
run2,10,1.689802074,MRI-CGCM3_RCP45,RCP45,Transition
run2,20,1.666390134,MRI-CGCM3_RCP45,RCP45,Transition
run2,30,1.637841168,MRI-CGCM3_RCP45,RCP45,Transition
run2,40,1.595988853,MRI-CGCM3_RCP45,RCP45,Transition
run2,50,1.633211863,MRI-CGCM3_RCP45,RCP45,Transition
run2,60,1.678156551,MRI-CGCM3_RCP45,RCP45,Transition
run2,70,1.743426456,MRI-CGCM3_RCP45,RCP45,Transition
run2,80,1.800860065,MRI-CGCM3_RCP45,RCP45,Transition
run3,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Transition
run3,10,1.689230414,MRI-CGCM3_RCP45,RCP45,Transition
run3,20,1.666311409,MRI-CGCM3_RCP45,RCP45,Transition
run3,30,1.637541257,MRI-CGCM3_RCP45,RCP45,Transition
run3,40,1.596484934,MRI-CGCM3_RCP45,RCP45,Transition
run3,50,1.633687485,MRI-CGCM3_RCP45,RCP45,Transition
run3,60,1.678541362,MRI-CGCM3_RCP45,RCP45,Transition
run3,70,1.744040271,MRI-CGCM3_RCP45,RCP45,Transition
run3,80,1.801368484,MRI-CGCM3_RCP45,RCP45,Transition
run4,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Transition
run4,10,1.689444276,MRI-CGCM3_RCP45,RCP45,Transition
run4,20,1.66681493,MRI-CGCM3_RCP45,RCP45,Transition
run4,30,1.638598403,MRI-CGCM3_RCP45,RCP45,Transition
run4,40,1.596991574,MRI-CGCM3_RCP45,RCP45,Transition
run4,50,1.633455944,MRI-CGCM3_RCP45,RCP45,Transition
run4,60,1.678062198,MRI-CGCM3_RCP45,RCP45,Transition
run4,70,1.741633519,MRI-CGCM3_RCP45,RCP45,Transition
run4,80,1.798626232,MRI-CGCM3_RCP45,RCP45,Transition
run5,0,1.707320638,MRI-CGCM3_RCP45,RCP45,Transition
run5,10,1.690293562,MRI-CGCM3_RCP45,RCP45,Transition
run5,20,1.666958121,MRI-CGCM3_RCP45,RCP45,Transition
run5,30,1.638572897,MRI-CGCM3_RCP45,RCP45,Transition
run5,40,1.599079032,MRI-CGCM3_RCP45,RCP45,Transition
run5,50,1.63416144,MRI-CGCM3_RCP45,RCP45,Transition
run5,60,1.680464925,MRI-CGCM3_RCP45,RCP45,Transition
run5,70,1.743568943,MRI-CGCM3_RCP45,RCP45,Transition
run5,80,1.800218454,MRI-CGCM3_RCP45,RCP45,Transition
