Run,Time,H,Model,RCP,Prescription
run1,0,1.707320638,CCSM4_RCP85,RCP85,Resistance
run1,10,1.689170095,CCSM4_RCP85,RCP85,Resistance
run1,20,1.686815009,CCSM4_RCP85,RCP85,Resistance
run1,30,1.639530581,CCSM4_RCP85,RCP85,Resistance
run1,40,1.58136281,CCSM4_RCP85,RCP85,Resistance
run1,50,1.653016639,CCSM4_RCP85,RCP85,Resistance
run1,60,1.617450948,CCSM4_RCP85,RCP85,Resistance
run1,70,1.562815012,CCSM4_RCP85,RCP85,Resistance
run1,80,1.490366646,CCSM4_RCP85,RCP85,Resistance
run2,0,1.707320638,CCSM4_RCP85,RCP85,Resistance
run2,10,1.688921128,CCSM4_RCP85,RCP85,Resistance
run2,20,1.686653664,CCSM4_RCP85,RCP85,Resistance
run2,30,1.639405167,CCSM4_RCP85,RCP85,Resistance
run2,40,1.581462409,CCSM4_RCP85,RCP85,Resistance
run2,50,1.653280186,CCSM4_RCP85,RCP85,Resistance
run2,60,1.617282714,CCSM4_RCP85,RCP85,Resistance
run2,70,1.56229556,CCSM4_RCP85,RCP85,Resistance
run2,80,1.489895497,CCSM4_RCP85,RCP85,Resistance
run3,0,1.707320638,CCSM4_RCP85,RCP85,Resistance
run3,10,1.688994698,CCSM4_RCP85,RCP85,Resistance
run3,20,1.686689743,CCSM4_RCP85,RCP85,Resistance
run3,30,1.640047559,CCSM4_RCP85,RCP85,Resistance
run3,40,1.581806528,CCSM4_RCP85,RCP85,Resistance
run3,50,1.653237645,CCSM4_RCP85,RCP85,Resistance
run3,60,1.617998868,CCSM4_RCP85,RCP85,Resistance
run3,70,1.563540921,CCSM4_RCP85,RCP85,Resistance
run3,80,1.493631315,CCSM4_RCP85,RCP85,Resistance
run4,0,1.707320638,CCSM4_RCP85,RCP85,Resistance
run4,10,1.689033108,CCSM4_RCP85,RCP85,Resistance
run4,20,1.686679582,CCSM4_RCP85,RCP85,Resistance
run4,30,1.639372897,CCSM4_RCP85,RCP85,Resistance
run4,40,1.581533844,CCSM4_RCP85,RCP85,Resistance
run4,50,1.652909557,CCSM4_RCP85,RCP85,Resistance
run4,60,1.61866761,CCSM4_RCP85,RCP85,Resistance
run4,70,1.562689853,CCSM4_RCP85,RCP85,Resistance
run4,80,1.490700785,CCSM4_RCP85,RCP85,Resistance
run5,0,1.707320638,CCSM4_RCP85,RCP85,Resistance
run5,10,1.689035424,CCSM4_RCP85,RCP85,Resistance
run5,20,1.686646962,CCSM4_RCP85,RCP85,Resistance
run5,30,1.639092857,CCSM4_RCP85,RCP85,Resistance
run5,40,1.581162174,CCSM4_RCP85,RCP85,Resistance
run5,50,1.653205366,CCSM4_RCP85,RCP85,Resistance
run5,60,1.617946715,CCSM4_RCP85,RCP85,Resistance
run5,70,1.562907773,CCSM4_RCP85,RCP85,Resistance
run5,80,1.491228118,CCSM4_RCP85,RCP85,Resistance
